date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label,volatility_label_stat,rolling_mean_7,rolling_std_7,rolling_cv_7
2024-02-14,Wednesday,1732.84,blinkit,8.2,37,low,high,1076.5257142857145,681.2592657928204,0.6328313915333111
2024-02-15,Thursday,1367.17,blinkit,10.25,32,low,high,1040.2557142857145,653.6350976872133,0.6283407903565595
2024-02-16,Friday,0.0,blinkit,0.0,0,high,high,812.2242857142859,703.8560912065569,0.8665784852610904
2024-02-17,Saturday,2088.22,blinkit,9.02,31,medium,high,1086.5742857142857,780.8594262916807,0.7186433882689981
2024-02-18,Sunday,4038.88,blinkit,6.99,32,high,high,1523.7271428571428,1355.5580774194605,0.8896330840951299
2024-02-19,Monday,0.0,blinkit,0.0,0,high,high,1505.2771428571432,1378.389300871544,0.9157046643618362
2024-02-20,Tuesday,1424.24,blinkit,6.79,30,medium,high,1521.6214285714286,1376.3623476205748,0.9045366487200236
2024-02-21,Wednesday,2154.31,blinkit,7.49,28,medium,high,1581.831428571429,1396.2177902274486,0.8826590273834614
2024-02-22,Thursday,275.2,blinkit,10.65,35,high,high,1425.8357142857146,1482.5320810228377,1.03976360401768
2024-02-23,Friday,1048.4,blinkit,9.36,32,medium,high,1575.6071428571431,1362.585660679899,0.8648003830504606
2024-02-24,Saturday,1032.18,blinkit,9.14,37,low,high,1424.7442857142862,1354.8100729605014,0.9509145511548946
2024-02-25,Sunday,3028.4,blinkit,9.85,40,high,high,1280.39,1049.2220134779234,0.8194550203281213
2024-02-26,Monday,1710.56,blinkit,8.38,30,low,medium,1524.7557142857145,888.1484918986833,0.5824857605565653
2024-02-27,Tuesday,877.82,blinkit,7.48,25,medium,high,1446.6957142857143,921.829279781189,0.6371963853064494
2024-02-28,Wednesday,1072.76,blinkit,5.86,19,low,high,1292.1885714285715,872.794178399249,0.6754387073972775
2024-02-29,Thursday,0.0,blinkit,0.0,0,high,high,1252.8742857142859,930.52711991389,0.7427138784186795
2024-03-01,Friday,4254.27,blinkit,7.9,30,high,high,1710.8557142857146,1454.5114817451847,0.8501660716330166
2024-03-02,Saturday,1703.93,blinkit,7.37,23,medium,high,1806.8200000000002,1424.1140599568098,0.7881881205415092
2024-03-03,Sunday,1474.43,blinkit,7.21,18,low,high,1584.8242857142861,1319.2078349127705,0.832400062773015
2024-03-04,Monday,2050.18,blinkit,10.46,40,low,high,1633.341428571429,1330.7970637357225,0.8147696742742139
2024-03-05,Tuesday,1707.47,blinkit,6.61,25,low,high,1751.8628571428576,1288.5700124519728,0.7355427436560434
2024-03-06,Wednesday,3519.63,blinkit,4.48,15,high,high,2101.415714285715,1400.653754690492,0.6665286383691974
2024-03-07,Thursday,1401.26,blinkit,7.13,31,medium,medium,2301.5957142857146,1122.8499036210967,0.4878571404403079
2024-03-08,Friday,1336.35,blinkit,6.99,30,low,medium,1884.7500000000002,760.1744769678434,0.403329076518288
2024-03-09,Saturday,2034.67,blinkit,8.77,45,medium,medium,1931.9985714285717,757.3357417162836,0.39199601537815276
2024-03-10,Sunday,2360.38,blinkit,9.7,43,low,medium,2058.5628571428574,741.9969200231296,0.36044414065304275
2024-03-11,Monday,1018.96,blinkit,3.84,14,medium,medium,1911.2457142857145,839.8555451357329,0.43942834710272205
2024-03-12,Tuesday,1177.88,blinkit,6.26,24,low,medium,1835.5900000000001,883.9662738287403,0.4815706523944564
2024-03-13,Wednesday,2084.93,blinkit,8.84,28,medium,medium,1630.6328571428571,519.6963762209082,0.31870839223214453
2024-03-14,Thursday,1089.82,blinkit,10.68,27,low,medium,1586.1414285714288,554.7546258010111,0.3497510472951049
2024-03-15,Friday,1265.28,blinkit,6.57,24,low,medium,1575.9885714285717,560.7065340689547,0.3557808376495372
2024-03-16,Saturday,3730.59,blinkit,12.87,38,high,medium,1818.2628571428575,992.2526358865521,0.54571462645711
2024-03-17,Sunday,2314.13,blinkit,7.97,30,medium,medium,1811.6557142857148,988.1868418954177,0.5454606160006689
2024-03-18,Monday,1594.7,blinkit,8.67,28,low,medium,1893.904285714286,933.6691866833273,0.49298646912940164
2024-03-19,Tuesday,890.1,blinkit,4.26,14,medium,medium,1852.7928571428572,975.8355496994071,0.5266835663454669
2024-03-20,Wednesday,1399.07,blinkit,3.6,18,medium,medium,1754.8128571428574,983.0485182620155,0.560201342416986
2024-03-21,Thursday,2028.72,blinkit,10.64,37,low,medium,1888.9414285714288,940.3175565277334,0.49780133057851245
2024-03-22,Friday,2561.35,blinkit,11.26,43,medium,medium,2074.094285714286,924.5171071584197,0.44574497578350464
2024-03-23,Saturday,1209.67,blinkit,6.87,26,medium,medium,1713.9628571428573,608.7938980671624,0.35519666924521925
2024-03-24,Sunday,1732.49,blinkit,7.99,28,low,medium,1630.8714285714286,550.0899046346454,0.33729814318747364
2024-03-25,Monday,1708.43,blinkit,6.74,23,low,medium,1647.1185714285716,550.5228713513666,0.33423390452934393
2024-03-26,Tuesday,0.0,blinkit,0.0,0,high,medium,1519.9614285714288,800.5407015767239,0.5266848793190303
2024-03-27,Wednesday,1648.48,blinkit,8.09,22,medium,medium,1555.5914285714287,799.8133424624481,0.5141538631367708
2024-03-28,Thursday,2292.19,blinkit,7.03,29,medium,medium,1593.2300000000002,831.3661921399824,0.521811786207881
2024-03-29,Friday,1342.84,blinkit,7.5,27,low,medium,1419.157142857143,714.1834233517865,0.5032447794427783
2024-03-30,Saturday,1584.48,blinkit,8.93,24,low,medium,1472.7014285714288,709.8973662304666,0.48203753487160766
2024-03-31,Sunday,3418.97,blinkit,6.72,24,high,medium,1713.6271428571433,1027.7710895543864,0.599763544735161
2024-04-01,Monday,0.0,blinkit,0.0,0,high,high,1469.5657142857146,1215.0040866303998,0.8267776492192831
2024-04-02,Tuesday,1115.74,blinkit,7.7,38,medium,high,1628.9571428571433,1052.3893004446963,0.6460509443476433
2024-04-03,Wednesday,691.8,blinkit,9.18,41,medium,high,1492.2885714285717,1109.9755040604664,0.7438075485613912
2024-04-04,Thursday,1878.47,blinkit,7.25,24,medium,high,1433.1857142857145,1070.6007257587858,0.7470076732465635
2024-04-05,Friday,1348.26,blinkit,5.65,19,low,high,1433.9600000000003,1070.5264527480551,0.7465525208151238
2024-04-06,Saturday,1598.52,blinkit,7.93,22,low,high,1435.9657142857145,1070.868563298926,0.7457480026475444
2024-04-07,Sunday,1634.08,blinkit,8.67,23,low,medium,1180.981428571429,649.6641761307296,0.5501053280038402
2024-04-08,Monday,1729.22,blinkit,8.34,31,low,low,1428.0128571428575,410.49928139256303,0.2874618945755731
2024-04-09,Tuesday,2175.2,blinkit,9.22,45,low,low,1579.364285714286,467.5256614653069,0.2960214218430695
2024-04-10,Wednesday,1826.56,blinkit,8.17,31,low,low,1741.4728571428575,258.4771112184038,0.14842442714982854
2024-04-11,Thursday,1192.27,blinkit,7.84,30,low,low,1643.4442857142858,320.5336325492841,0.19503772372178194
2024-04-12,Friday,2187.82,blinkit,10.82,39,medium,low,1763.3814285714288,347.6031227529763,0.1971230484346093
2024-04-13,Saturday,2596.86,blinkit,9.03,33,low,low,1906.001428571429,456.4521831995341,0.23948155355877698
2024-04-14,Sunday,4393.22,blinkit,7.71,29,high,medium,2300.164285714286,1022.6481984184857,0.4445978944938342
2024-04-15,Monday,0.0,blinkit,0.0,0,high,high,2053.1328571428576,1342.4146591958136,0.6538372100595183
2024-04-16,Tuesday,0.0,blinkit,0.0,0,high,high,1742.3900000000006,1545.8001693944796,0.8871723146910159
2024-04-17,Wednesday,0.0,blinkit,0.0,0,high,high,1481.4528571428575,1677.7569330181525,1.1325078114560383
2024-04-18,Thursday,1052.41,blinkit,12.24,59,medium,high,1461.4728571428573,1682.600497411812,1.1513046507762408
2024-04-19,Friday,2183.07,blinkit,8.73,37,medium,high,1460.794285714286,1682.2596730177854,1.1516061429520237
2024-04-20,Saturday,1951.53,blinkit,8.09,27,low,high,1368.604285714286,1626.379870867168,1.1883492459022562
2024-04-21,Sunday,1959.43,blinkit,9.03,36,low,high,1020.9200000000003,1018.5981522006934,0.9977257299305461
2024-04-22,Monday,1733.68,blinkit,6.94,27,low,high,1268.5885714285719,936.4493487179574,0.7381820787360643
2024-04-23,Tuesday,1953.49,blinkit,9.21,32,low,medium,1547.6585714285718,772.0359280592369,0.49884124464648966
2024-04-24,Wednesday,1221.45,blinkit,6.95,37,low,low,1722.151428571429,423.13660585476134,0.2457023225917854
2024-04-25,Thursday,383.61,blinkit,4.78,17,high,medium,1626.6085714285716,626.2997199538631,0.3850340708605847
2024-04-26,Friday,0.0,blinkit,0.0,0,high,high,1314.741428571429,817.4030375612061,0.6217215186178315
2024-04-27,Saturday,1818.89,blinkit,8.57,38,medium,high,1295.7928571428577,801.5650434974967,0.6185904167313421
2024-04-28,Sunday,1588.62,blinkit,8.38,39,low,high,1242.8200000000002,761.6571545868483,0.6128459105798492
2024-04-29,Monday,2493.93,blinkit,8.6,30,medium,high,1351.427142857143,887.1765926186721,0.6564738597324843
