date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label
2024-03-12,Tuesday,143.85,Snabbit,3.35,3,Stable
2024-03-13,Wednesday,0.0,Snabbit,0.0,0,Stable
2024-03-14,Thursday,0.0,Snabbit,0.0,0,Stable
2024-03-15,Friday,0.0,Snabbit,0.0,0,Stable
2024-03-16,Saturday,0.0,Snabbit,0.0,0,Stable
2024-03-17,Sunday,1319.65,Snabbit,8.02,14,Volatile
2024-03-18,Monday,557.62,Snabbit,3.0,3,Volatile
2024-03-19,Tuesday,0.0,Snabbit,0.0,0,Volatile
2024-03-20,Wednesday,282.0,Snabbit,3.0,3,Volatile
2024-03-21,Thursday,0.0,Snabbit,0.0,0,Volatile
2024-03-22,Friday,0.0,Snabbit,0.0,0,Stable
2024-03-23,Saturday,1312.8,Snabbit,9.38,18,Volatile
2024-03-24,Sunday,0.0,Snabbit,0.0,0,Volatile
2024-03-25,Monday,1131.18,Snabbit,7.84,12,Volatile
2024-03-26,Tuesday,662.49,Snabbit,3.91,4,Volatile
2024-03-27,Wednesday,96.6,Snabbit,8.05,11,Volatile
2024-03-28,Thursday,894.03,Snabbit,8.69,12,Volatile
2024-03-29,Friday,297.94,Snabbit,3.0,6,Volatile
2024-03-30,Saturday,688.09,Snabbit,3.0,4,Volatile
2024-03-31,Sunday,2008.67,Snabbit,9.46,16,Volatile
2024-04-01,Monday,429.79,Snabbit,3.0,4,Volatile
2024-04-02,Tuesday,131.19,Snabbit,3.0,4,Volatile
2024-04-03,Wednesday,1125.17,Snabbit,8.46,10,Volatile
2024-04-04,Thursday,0.0,Snabbit,0.0,0,Volatile
2024-04-05,Friday,1047.52,Snabbit,12.99,21,Volatile
2024-04-06,Saturday,604.35,Snabbit,5.48,8,Volatile
2024-04-07,Sunday,0.0,Snabbit,0.0,0,Volatile
2024-04-08,Monday,0.0,Snabbit,0.0,0,Volatile
2024-04-09,Tuesday,709.98,Snabbit,5.91,9,Volatile
2024-04-10,Wednesday,980.24,Snabbit,10.02,27,Volatile
2024-04-11,Thursday,319.69,Snabbit,3.0,4,Volatile
2024-04-12,Friday,918.32,Snabbit,7.56,11,Volatile
2024-04-13,Saturday,289.47,Snabbit,3.0,5,Volatile
2024-04-14,Sunday,955.26,Snabbit,7.35,13,Volatile
2024-04-15,Monday,388.13,Snabbit,3.57,5,Volatile
2024-04-16,Tuesday,1040.31,Snabbit,11.85,14,Volatile
2024-04-17,Wednesday,665.78,Snabbit,7.56,14,Volatile
2024-04-18,Thursday,0.0,Snabbit,0.0,0,Volatile
2024-04-19,Friday,0.0,Snabbit,0.0,0,Volatile
2024-04-20,Saturday,678.48,Snabbit,9.76,16,Volatile
2024-04-21,Sunday,1290.72,Snabbit,12.66,15,Volatile
2024-04-22,Monday,1935.51,Snabbit,4.49,5,Volatile
2024-04-23,Tuesday,229.65,Snabbit,5.26,9,Volatile
2024-04-24,Wednesday,0.0,Snabbit,0.0,0,Volatile
2024-04-25,Thursday,283.38,Snabbit,5.01,7,Volatile
2024-04-26,Friday,624.28,Snabbit,5.34,9,Volatile
2024-04-27,Saturday,638.41,Snabbit,3.6,6,Stable
2024-04-28,Sunday,471.61,Snabbit,6.73,12,Stable
2024-04-29,Monday,355.71,Snabbit,4.21,4,Stable
