date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label
2024-04-01,Monday,1579.59,Uber,8.21,14,Volatile
2024-04-02,Tuesday,1597.28,Uber,8.77,11,Volatile
2024-04-03,Wednesday,0.0,Uber,0.0,0,Volatile
2024-04-04,Thursday,1773.53,Uber,9.4,15,Volatile
2024-04-05,Friday,2352.2,Uber,8.91,15,Volatile
2024-04-06,Saturday,1895.25,Uber,9.86,14,Volatile
2024-04-07,Sunday,2025.54,Uber,10.08,15,Volatile
2024-04-08,Monday,2059.18,Uber,8.6,12,Stable
2024-04-09,Tuesday,1933.67,Uber,7.78,9,Stable
2024-04-10,Wednesday,1845.99,Uber,8.94,11,Stable
2024-04-11,Thursday,1692.94,Uber,8.98,15,Stable
2024-04-12,Friday,0.0,Uber,0.0,0,Volatile
2024-04-13,Saturday,1735.59,Uber,10.03,14,Volatile
2024-04-14,Sunday,1787.55,Uber,10.26,13,Volatile
2024-04-15,Monday,2433.94,Uber,11.44,12,Volatile
2024-04-16,Tuesday,0.0,Uber,0.0,0,Volatile
2024-04-17,Wednesday,1995.11,Uber,8.0,12,Volatile
2024-04-18,Thursday,2356.49,Uber,8.96,17,Volatile
2024-04-19,Friday,1548.75,Uber,9.37,10,Volatile
2024-04-20,Saturday,2177.41,Uber,9.47,10,Volatile
2024-04-21,Sunday,1658.96,Uber,8.7,14,Volatile
2024-04-22,Monday,1785.87,Uber,8.27,14,Volatile
2024-04-23,Tuesday,1910.03,Uber,8.66,10,Stable
2024-04-24,Wednesday,1699.35,Uber,7.63,9,Stable
2024-04-25,Thursday,1980.62,Uber,8.37,14,Stable
2024-04-26,Friday,1512.24,Uber,9.11,10,Stable
2024-04-27,Saturday,2251.89,Uber,10.45,14,Stable
2024-04-28,Sunday,1701.47,Uber,9.97,12,Stable
2024-04-29,Monday,1832.38,Uber,8.77,14,Stable
