date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label
2024-03-08,Friday,527.88,Snabbit,5.35,7,Volatile
2024-03-09,Saturday,0.0,Snabbit,0.0,0,Volatile
2024-03-10,Sunday,606.08,Snabbit,5.82,11,Volatile
2024-03-11,Monday,0.0,Snabbit,0.0,0,Volatile
2024-03-12,Tuesday,0.0,Snabbit,0.0,0,Volatile
2024-03-13,Wednesday,0.0,Snabbit,0.0,0,Stable
2024-03-14,Thursday,723.44,Snabbit,6.7,9,Volatile
2024-03-15,Friday,0.0,Snabbit,0.0,0,Volatile
2024-03-16,Saturday,1481.21,Snabbit,12.92,23,Volatile
2024-03-17,Sunday,55.26,Snabbit,7.21,15,Volatile
2024-03-18,Monday,540.63,Snabbit,6.2,6,Volatile
2024-03-19,Tuesday,0.0,Snabbit,0.0,0,Volatile
2024-03-20,Wednesday,0.0,Snabbit,0.0,0,Volatile
2024-03-21,Thursday,736.83,Snabbit,6.72,10,Volatile
2024-03-22,Friday,761.62,Snabbit,5.91,10,Volatile
2024-03-23,Saturday,0.0,Snabbit,0.0,0,Volatile
2024-03-24,Sunday,493.76,Snabbit,5.2,5,Volatile
2024-03-25,Monday,434.25,Snabbit,4.63,7,Volatile
2024-03-26,Tuesday,0.0,Snabbit,0.0,0,Volatile
2024-03-27,Wednesday,653.33,Snabbit,5.35,12,Stable
2024-03-28,Thursday,0.0,Snabbit,0.0,0,Stable
2024-03-29,Friday,619.27,Snabbit,6.79,10,Volatile
2024-03-30,Saturday,977.78,Snabbit,7.75,12,Volatile
2024-03-31,Sunday,660.53,Snabbit,5.32,11,Volatile
2024-04-01,Monday,491.05,Snabbit,4.3,5,Volatile
2024-04-02,Tuesday,507.66,Snabbit,5.14,8,Stable
2024-04-03,Wednesday,576.54,Snabbit,5.72,7,Stable
2024-04-04,Thursday,527.72,Snabbit,4.43,9,Stable
2024-04-05,Friday,914.51,Snabbit,6.37,6,Stable
2024-04-06,Saturday,924.49,Snabbit,7.89,9,Stable
2024-04-07,Sunday,0.0,Snabbit,0.0,0,Volatile
2024-04-08,Monday,0.0,Snabbit,0.0,0,Volatile
2024-04-09,Tuesday,82.35,Snabbit,7.31,12,Volatile
2024-04-10,Wednesday,556.3,Snabbit,5.06,6,Volatile
2024-04-11,Thursday,0.0,Snabbit,0.0,0,Stable
2024-04-12,Friday,565.39,Snabbit,5.2,10,Stable
2024-04-13,Saturday,547.59,Snabbit,5.87,6,Stable
2024-04-14,Sunday,613.64,Snabbit,5.64,7,Stable
2024-04-15,Monday,1146.85,Snabbit,10.04,18,Volatile
2024-04-16,Tuesday,629.78,Snabbit,7.66,12,Stable
2024-04-17,Wednesday,677.74,Snabbit,5.59,8,Stable
2024-04-18,Thursday,646.9,Snabbit,5.47,7,Stable
2024-04-19,Friday,620.62,Snabbit,6.81,11,Stable
2024-04-20,Saturday,717.14,Snabbit,6.03,9,Stable
2024-04-21,Sunday,540.64,Snabbit,6.49,8,Stable
2024-04-22,Monday,591.22,Snabbit,5.76,8,Stable
2024-04-23,Tuesday,0.0,Snabbit,0.0,0,Stable
2024-04-24,Wednesday,753.21,Snabbit,6.9,10,Volatile
2024-04-25,Thursday,0.0,Snabbit,0.0,0,Volatile
2024-04-26,Friday,725.42,Snabbit,5.9,7,Volatile
2024-04-27,Saturday,680.67,Snabbit,6.18,7,Volatile
2024-04-28,Sunday,619.63,Snabbit,5.31,6,Volatile
2024-04-29,Monday,544.59,Snabbit,5.62,10,Stable
