date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label
2024-04-07,Sunday,1738.14,Blinkit,9.23,32,Volatile
2024-04-08,Monday,1434.62,Blinkit,6.76,21,Stable
2024-04-09,Tuesday,0.0,Blinkit,0.0,0,Volatile
2024-04-10,Wednesday,1472.49,Blinkit,6.44,24,Volatile
2024-04-11,Thursday,0.0,Blinkit,0.0,0,Volatile
2024-04-12,Friday,1509.85,Blinkit,6.37,27,Volatile
2024-04-13,Saturday,1338.6,Blinkit,8.13,35,Volatile
2024-04-14,Sunday,243.12,Blinkit,8.28,40,Volatile
2024-04-15,Monday,2368.76,Blinkit,11.96,50,Volatile
2024-04-16,Tuesday,1725.4,Blinkit,7.71,35,Volatile
2024-04-17,Wednesday,0.0,Blinkit,0.0,0,Volatile
2024-04-18,Thursday,1768.52,Blinkit,8.22,34,Volatile
2024-04-19,Friday,1472.24,Blinkit,6.48,23,Volatile
2024-04-20,Saturday,1768.45,Blinkit,8.47,37,Volatile
2024-04-21,Sunday,0.0,Blinkit,0.0,0,Volatile
2024-04-22,Monday,1580.75,Blinkit,7.98,35,Volatile
2024-04-23,Tuesday,2038.59,Blinkit,10.94,36,Volatile
2024-04-24,Wednesday,1662.11,Blinkit,7.38,28,Volatile
2024-04-25,Thursday,2343.63,Blinkit,11.35,34,Volatile
2024-04-26,Friday,2142.55,Blinkit,7.77,26,Volatile
2024-04-27,Saturday,1572.4,Blinkit,8.55,38,Volatile
2024-04-28,Sunday,1618.57,Blinkit,8.74,26,Volatile
2024-04-29,Monday,1492.71,Blinkit,7.01,25,Volatile
