date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label
2024-04-12,Friday,677.6,Swiggy,7.89,23,Volatile
2024-04-13,Saturday,1272.6,Swiggy,10.98,24,Volatile
2024-04-14,Sunday,6563.28,Swiggy,9.89,28,Volatile
2024-04-15,Monday,686.24,Swiggy,3.0,8,Volatile
2024-04-16,Tuesday,0.0,Swiggy,0.0,0,Volatile
2024-04-17,Wednesday,965.79,Swiggy,7.33,16,Volatile
2024-04-18,Thursday,443.07,Swiggy,3.99,12,Volatile
2024-04-19,Friday,1995.4,Swiggy,9.79,30,Volatile
2024-04-20,Saturday,0.0,Swiggy,0.0,0,Volatile
2024-04-21,Sunday,1453.22,Swiggy,7.43,18,Volatile
2024-04-22,Monday,3213.22,Swiggy,9.64,25,Volatile
2024-04-23,Tuesday,260.93,Swiggy,3.0,8,Volatile
2024-04-24,Wednesday,485.56,Swiggy,8.25,17,Volatile
2024-04-25,Thursday,932.6,Swiggy,5.69,11,Volatile
2024-04-26,Friday,1167.44,Swiggy,5.17,13,Volatile
2024-04-27,Saturday,1861.58,Swiggy,12.24,39,Volatile
2024-04-28,Sunday,2010.82,Swiggy,10.58,23,Volatile
2024-04-29,Monday,968.82,Swiggy,4.99,9,Volatile
