date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label,volatility_label_stat,rolling_mean_7,rolling_std_7,rolling_cv_7
2024-01-21,Sunday,1740.4,uber,9.87,14,low,medium,2134.6085714285714,1279.7511827360365,0.5995249901388582
2024-01-22,Monday,2404.11,uber,12.34,17,low,medium,2263.468571428571,1250.5262570804414,0.5524822711769226
2024-01-23,Tuesday,0.0,uber,0.0,0,high,high,2131.3814285714284,1448.6496082148199,0.6796763773933163
2024-01-24,Wednesday,662.35,uber,6.2,10,medium,medium,1533.2914285714285,900.0225858541655,0.5869872935327884
2024-01-25,Thursday,847.11,uber,8.16,8,medium,high,1350.8857142857144,889.6917465215528,0.6585988267645427
2024-01-26,Friday,0.0,uber,0.0,0,high,high,1137.3300000000002,1019.3315701968617,0.8962496111039553
2024-01-27,Saturday,1939.76,uber,9.75,15,medium,high,1084.8185714285714,956.5466928737031,0.8817572984707017
2024-01-28,Sunday,1197.83,uber,8.25,12,low,high,1007.3085714285714,915.6800229597774,0.9090362664750823
2024-01-29,Monday,5248.21,uber,9.61,15,high,high,1413.6085714285714,1821.604251417127,1.2886199816801063
2024-01-30,Tuesday,0.0,uber,0.0,0,high,high,1413.6085714285714,1821.604251417127,1.2886199816801063
2024-01-31,Wednesday,0.0,uber,0.0,0,high,high,1318.9871428571428,1883.2896547240084,1.4278301838822278
2024-02-01,Thursday,0.0,uber,0.0,0,high,high,1197.9714285714285,1944.874673121026,1.6234733372900836
2024-02-02,Friday,3456.76,uber,8.7,10,high,high,1691.7942857142857,2027.1156903332471,1.1982045970071278
2024-02-03,Saturday,5649.59,uber,10.82,15,high,high,2221.77,2526.253096597145,1.1370452821836396
2024-02-04,Sunday,3224.81,uber,13.0,23,medium,high,2511.338571428572,2505.4079728820516,0.9976384711269152
2024-02-05,Monday,1096.08,uber,11.58,12,medium,high,1918.1771428571428,2225.3098251907472,1.1601169545144967
2024-02-06,Tuesday,1875.28,uber,9.87,18,medium,high,2186.074285714286,2062.8490560376044,0.9436317281247291
2024-02-07,Wednesday,2596.37,uber,9.1,10,medium,high,2556.9842857142858,1823.8457336889094,0.7132799931069673
2024-02-08,Thursday,1917.45,uber,10.11,14,low,medium,2830.905714285714,1489.0760213284063,0.5260069290948199
2024-02-09,Friday,236.43,uber,7.63,13,high,high,2370.8585714285714,1739.8367458512548,0.7338424850888126
2024-02-10,Saturday,1823.21,uber,12.28,14,medium,medium,1824.2328571428573,967.8526824662629,0.530553256223073
2024-02-11,Sunday,488.38,uber,6.84,13,high,medium,1433.314285714286,853.7757420395802,0.5956654102656243
2024-02-12,Monday,3124.62,uber,12.34,18,medium,high,1723.1057142857146,1043.4344459022022,0.6055545154609049
2024-02-13,Tuesday,1078.55,uber,4.34,6,medium,high,1609.287142857143,1067.2507548637013,0.6631823037925318
2024-02-14,Wednesday,1377.6,uber,9.45,15,low,high,1435.1771428571428,974.7898374472694,0.6792122089588628
2024-02-15,Thursday,1740.83,uber,7.71,10,low,high,1409.9457142857143,962.4336815742522,0.682603359705821
2024-02-16,Friday,0.0,uber,0.0,0,high,high,1376.17,1013.2862167225989,0.7363088984083354
2024-02-17,Saturday,2245.71,uber,8.86,13,medium,high,1436.5271428571427,1056.0340824000302,0.735129919160218
2024-02-18,Sunday,0.0,uber,0.0,0,high,high,1366.7585714285717,1141.767748704153,0.8353836387583417
2024-02-19,Monday,3082.44,uber,7.18,8,medium,high,1360.732857142857,1131.0049623780646,0.8311734051552528
2024-02-20,Tuesday,2000.42,uber,8.48,11,low,high,1492.4285714285713,1146.2401942354622,0.7680368871109635
2024-02-21,Wednesday,1164.48,uber,6.83,10,low,high,1461.9828571428573,1152.6112073131196,0.7883890031143453
2024-02-22,Thursday,1192.71,uber,7.28,12,low,high,1383.68,1149.1234595551505,0.8304835363343768
2024-02-23,Friday,3714.27,uber,7.83,15,high,high,1914.2900000000002,1256.261580563538,0.6562545803214445
2024-02-24,Saturday,2862.24,uber,12.15,16,low,high,2002.3657142857141,1304.0723151453565,0.6512658031655054
2024-02-25,Sunday,1494.88,uber,9.67,13,low,medium,2215.92,1010.9783120489441,0.4562341203874436
2024-02-26,Monday,2590.73,uber,10.22,20,medium,medium,2145.675714285714,956.3427464888848,0.4457070283834792
2024-02-27,Tuesday,1430.97,uber,9.75,11,low,medium,2064.325714285714,994.2274195383586,0.4816233274904369
2024-02-28,Wednesday,2127.12,uber,9.14,13,low,medium,2201.845714285714,912.2104591386263,0.4142935416501471
2024-02-29,Thursday,1836.75,uber,8.55,13,low,medium,2293.8514285714286,821.4268237935853,0.3580994015402104
2024-03-01,Friday,1272.02,uber,8.06,10,low,medium,1944.9585714285713,608.6760401458381,0.3129506453696676
2024-03-02,Saturday,2163.38,uber,8.8,11,medium,low,1845.1214285714286,475.9988877237894,0.2579769983444005
2024-03-03,Sunday,1601.66,uber,9.03,11,low,low,1860.3757142857144,464.475547072793,0.2496676039716671
2024-03-04,Monday,1093.15,uber,5.6,6,low,low,1646.4357142857145,414.17605994138574,0.2515592053474562
2024-03-05,Tuesday,1305.24,uber,9.23,13,low,low,1628.4742857142858,427.58656097750594,0.26256881347681627
2024-03-06,Wednesday,1299.27,uber,8.17,11,low,low,1510.2100000000003,378.33063740595867,0.2505152511279614
2024-03-07,Thursday,1452.03,uber,10.13,14,low,low,1455.2500000000002,349.86110501168747,0.24041305961978177
2024-03-08,Friday,4287.18,uber,9.14,17,high,medium,1885.9871428571428,1112.1997456349625,0.5897175650678378
2024-03-09,Saturday,2739.51,uber,11.78,23,medium,medium,1968.2914285714287,1156.5801706961856,0.5876061613170885
2024-03-10,Sunday,4954.96,uber,11.3,17,high,high,2447.3342857142857,1591.9308132878255,0.6504754264998989
2024-03-11,Monday,85.01,uber,6.1,9,high,high,2303.3142857142857,1770.4533748059857,0.7686547102090094
2024-03-12,Tuesday,1240.1,uber,6.39,8,medium,high,2294.0085714285715,1776.7337578398228,0.7745105140271464
2024-03-13,Wednesday,1003.16,uber,7.37,10,low,high,2251.707142857143,1807.620738721799,0.8027779031815602
2024-03-14,Thursday,912.04,uber,7.9,10,low,high,2174.565714285714,1858.2485181469235,0.8545377616961591
2024-03-15,Friday,0.0,uber,0.0,0,high,high,1562.1114285714284,1749.210321453927,1.1197730772980792
2024-03-16,Saturday,2120.42,uber,10.77,13,medium,high,1473.67,1694.5554162768863,1.1498879778219588
2024-03-17,Sunday,2457.73,uber,10.66,16,low,high,1116.922857142857,929.8048814081768,0.8324700989526375
2024-03-18,Monday,3616.17,uber,11.6,13,medium,high,1621.3742857142856,1196.3358039427042,0.7378529525745293
2024-03-19,Tuesday,2294.15,uber,9.78,18,low,high,1771.952857142857,1206.6382965594153,0.680965236572394
2024-03-20,Wednesday,808.43,uber,7.49,11,medium,high,1744.1342857142859,1229.3475641555713,0.7048468539520218
2024-03-21,Thursday,2596.99,uber,11.94,17,medium,high,1984.8414285714284,1203.9639439289494,0.6065794106260124
2024-03-22,Friday,261.76,uber,6.72,10,high,medium,2022.2357142857143,1134.0782493851868,0.560804183890977
2024-03-23,Saturday,1822.67,uber,6.66,7,medium,medium,1979.7,1135.3650048772854,0.5735035636092769
2024-03-24,Sunday,1992.92,uber,10.41,11,low,medium,1913.2985714285712,1116.1780178571953,0.5833789009855357
2024-03-25,Monday,1556.64,uber,6.61,9,low,medium,1619.08,826.2972089589384,0.510349833830903
2024-03-26,Tuesday,1313.47,uber,12.0,17,low,medium,1478.982857142857,774.2620105992163,0.5235097938152973
2024-03-27,Wednesday,1720.37,uber,10.13,17,low,medium,1609.26,717.2530524159504,0.4457036478977607
2024-03-28,Thursday,1052.62,uber,6.74,9,low,medium,1388.6357142857144,588.8157119409855,0.42402460622573007
2024-03-29,Friday,1242.71,uber,9.28,18,low,low,1528.7714285714287,340.1477535536831,0.22249745592873657
2024-03-30,Saturday,3761.45,uber,9.42,16,high,medium,1805.74,917.9414534344395,0.5083464138992543
2024-03-31,Sunday,2077.19,uber,8.23,8,low,medium,1817.7785714285715,921.3516638871484,0.5068558285198999
2024-04-01,Monday,991.92,uber,9.27,16,medium,medium,1737.1042857142857,971.3928123379864,0.5592023578127068
2024-04-02,Tuesday,999.34,uber,8.55,10,low,medium,1692.2285714285715,1001.0292453508123,0.5915449379901133
2024-04-03,Wednesday,737.41,uber,7.36,12,medium,high,1551.8057142857142,1063.4232312812096,0.685281167282398
2024-04-04,Thursday,1972.83,uber,8.51,14,medium,high,1683.2642857142857,1048.1984062167028,0.6227176653795066
2024-04-05,Friday,1986.38,uber,7.04,11,low,medium,1789.502857142857,1033.691121817251,0.5776415040027684
2024-04-06,Saturday,0.0,uber,0.0,0,high,high,1252.152857142857,785.6667864456329,0.6274527762036618
2024-04-07,Sunday,1509.2,uber,9.21,9,medium,high,1171.0114285714285,712.1485358272884,0.6081482370296519
2024-04-08,Monday,1858.25,uber,7.33,10,low,medium,1294.7728571428572,750.1042259071786,0.5793326773642867
2024-04-09,Tuesday,974.88,uber,9.95,18,medium,medium,1291.2785714285715,751.7649782440545,0.5821865203047236
2024-04-10,Wednesday,1014.99,uber,8.07,10,low,medium,1330.9328571428573,724.5068712283831,0.5443601961887828
2024-04-11,Thursday,1783.92,uber,7.94,12,medium,medium,1303.9457142857143,699.7057128025821,0.5366064745922896
2024-04-12,Friday,144.77,uber,7.15,8,high,high,1040.8585714285714,745.094666947955,0.7158462133095734
2024-04-13,Saturday,1763.55,uber,9.4,9,medium,medium,1292.7942857142857,622.5741565697773,0.4815724848488149
2024-04-14,Sunday,2402.8,uber,10.72,21,low,medium,1420.4514285714286,752.4181364425083,0.5297035303764154
2024-04-15,Monday,308.46,uber,8.75,9,high,high,1199.052857142857,826.4920213713345,0.6892873958373505
2024-04-16,Tuesday,1621.03,uber,7.1,10,medium,high,1291.3600000000001,833.3368013794492,0.6453171860514877
2024-04-17,Wednesday,1486.83,uber,9.09,18,low,high,1358.7657142857145,826.3095443971968,0.6081324658913527
2024-04-18,Thursday,1774.44,uber,6.61,6,low,high,1357.4114285714284,825.5039759126646,0.6081457386736786
2024-04-19,Friday,0.0,uber,0.0,0,high,high,1336.7299999999998,861.956436176832,0.6448246363714678
2024-04-20,Saturday,1739.02,uber,9.46,15,medium,high,1333.2257142857143,859.9795887860187,0.6450367552704751
2024-04-21,Sunday,5117.29,uber,10.42,16,high,high,1721.01,1661.320065429897,0.9653169158981628
2024-04-22,Monday,2339.13,uber,9.14,10,medium,high,2011.1057142857146,1546.91048688299,0.7691840741611173
2024-04-23,Tuesday,170.22,uber,10.03,11,high,high,1803.847142857143,1697.7239993956048,0.9411684388659186
2024-04-24,Wednesday,1152.55,uber,7.96,13,medium,high,1756.0928571428572,1712.7621680365141,0.9753255137220695
2024-04-25,Thursday,820.03,uber,6.1,10,medium,high,1619.7485714285715,1748.6696929707118,1.0795932923271145
2024-04-26,Friday,1280.95,uber,7.89,13,medium,high,1802.7414285714283,1612.651466151614,0.8945550596402225
2024-04-27,Saturday,696.64,uber,11.43,18,medium,high,1653.83,1666.735640036135,1.0078034864745078
2024-04-28,Sunday,2411.71,uber,9.79,18,medium,high,1267.3185714285714,836.773116848857,0.6602705394789673
2024-04-29,Monday,4394.74,uber,10.29,11,high,high,1560.9771428571428,1427.671358771738,0.9146010659442406
