date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label,volatility_label_stat,rolling_mean_7,rolling_std_7,rolling_cv_7
2024-03-29,Friday,297.94,snabbit,3.0,6,medium,high,627.8628571428571,513.1296303636574,0.8172638730354221
2024-03-30,Saturday,688.09,snabbit,3.0,4,medium,high,538.6185714285714,420.02950822644976,0.7798273778648417
2024-03-31,Sunday,2008.67,snabbit,9.46,16,high,high,825.5714285714286,626.2449425325683,0.7585593697400896
2024-04-01,Monday,429.79,snabbit,3.0,4,medium,high,725.3728571428571,625.3085148605795,0.8620511626580334
2024-04-02,Tuesday,131.19,snabbit,3.0,4,high,high,649.472857142857,665.1864120358621,1.0241943211639848
2024-04-03,Wednesday,1125.17,snabbit,8.46,10,medium,high,796.4114285714285,635.6519678888386,0.7981452112371694
2024-04-04,Thursday,0.0,snabbit,0.0,0,high,high,668.6928571428571,699.3899829307039,1.0459061667250453
2024-04-05,Friday,1047.52,snabbit,12.99,21,medium,high,775.7757142857143,690.4905556162508,0.8900646706271429
2024-04-06,Saturday,604.35,snabbit,5.48,8,low,high,763.8128571428571,692.9838220505659,0.9072691243281286
2024-04-07,Sunday,0.0,snabbit,0.0,0,high,high,476.86,472.35344196198497,0.9905495155013735
2024-04-08,Monday,0.0,snabbit,0.0,0,high,high,415.4614285714285,506.2110935643548,1.218431023320193
2024-04-09,Tuesday,709.98,snabbit,5.91,9,medium,high,498.1457142857143,499.26147684545595,1.0022398316953134
2024-04-10,Wednesday,980.24,snabbit,10.02,27,medium,high,477.44142857142845,471.13814444133055,0.9867977855441699
2024-04-11,Thursday,319.69,snabbit,3.0,4,medium,high,523.1114285714285,430.92185294739926,0.823766848535902
2024-04-12,Friday,918.32,snabbit,7.56,11,medium,high,504.65428571428566,406.8092637365891,0.8061147507363242
2024-04-13,Saturday,289.47,snabbit,3.0,5,medium,high,459.6714285714285,411.33188175440523,0.8948389135969286
2024-04-14,Sunday,955.26,snabbit,7.35,13,medium,high,596.1371428571427,391.3892932752212,0.6565423711050546
2024-04-15,Monday,388.13,snabbit,3.57,5,medium,medium,651.5842857142856,312.37804344827487,0.4794131017230365
2024-04-16,Tuesday,1040.31,snabbit,11.85,14,medium,medium,698.7742857142857,345.82982350944275,0.49490920112484704
2024-04-17,Wednesday,665.78,snabbit,7.56,14,low,medium,653.8514285714285,322.8335055632959,0.4937413783260224
2024-04-18,Thursday,0.0,snabbit,0.0,0,high,high,608.1814285714285,392.9771880329526,0.6461512462753523
2024-04-19,Friday,0.0,snabbit,0.0,0,high,high,476.99285714285713,424.2271501493161,0.8893784126881843
2024-04-20,Saturday,678.48,snabbit,9.76,16,medium,high,532.5657142857142,421.0356079896794,0.7905796349552453
2024-04-21,Sunday,1290.72,snabbit,12.66,15,medium,high,580.4885714285714,490.5230472474797,0.8450175789685433
2024-04-22,Monday,1935.51,snabbit,4.49,5,medium,high,801.5428571428571,695.306099323991,0.8674596662272648
2024-04-23,Tuesday,229.65,snabbit,5.26,9,medium,high,685.7342857142858,716.1091333927897,1.044295360916458
2024-04-24,Wednesday,0.0,snabbit,0.0,0,high,high,590.6228571428571,761.9474824140727,1.290074492037101
2024-04-25,Thursday,283.38,snabbit,5.01,7,medium,high,631.1057142857143,732.2880327634559,1.1603254671719458
2024-04-26,Friday,624.28,snabbit,5.34,9,medium,high,720.2885714285713,678.6692458144,0.9422185395339171
2024-04-27,Saturday,638.41,snabbit,3.6,6,low,high,714.5642857142857,679.2493949170944,0.9505784272972863
2024-04-28,Sunday,471.61,snabbit,6.73,12,low,high,597.5485714285713,632.3897900142651,1.0583069230713718
2024-04-29,Monday,355.71,snabbit,4.21,4,low,high,371.862857142857,227.78202224307225,0.6125430864302917
