date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label
2024-03-08,Friday,1336.35,Blinkit,6.99,30,Volatile
2024-03-09,Saturday,2034.67,Blinkit,8.77,45,Volatile
2024-03-10,Sunday,2360.38,Blinkit,9.7,43,Volatile
2024-03-11,Monday,1018.96,Blinkit,3.84,14,Volatile
2024-03-12,Tuesday,1177.88,Blinkit,6.26,24,Volatile
2024-03-13,Wednesday,2084.93,Blinkit,8.84,28,Volatile
2024-03-14,Thursday,1089.82,Blinkit,10.68,27,Volatile
2024-03-15,Friday,1265.28,Blinkit,6.57,24,Volatile
2024-03-16,Saturday,3730.59,Blinkit,12.87,38,Volatile
2024-03-17,Sunday,2314.13,Blinkit,7.97,30,Volatile
2024-03-18,Monday,1594.7,Blinkit,8.67,28,Volatile
2024-03-19,Tuesday,890.1,Blinkit,4.26,14,Volatile
2024-03-20,Wednesday,1399.07,Blinkit,3.6,18,Volatile
2024-03-21,Thursday,2028.72,Blinkit,10.64,37,Volatile
2024-03-22,Friday,2561.35,Blinkit,11.26,43,Volatile
2024-03-23,Saturday,1209.67,Blinkit,6.87,26,Volatile
2024-03-24,Sunday,1732.49,Blinkit,7.99,28,Volatile
2024-03-25,Monday,1708.43,Blinkit,6.74,23,Volatile
2024-03-26,Tuesday,0.0,Blinkit,0.0,0,Volatile
2024-03-27,Wednesday,1648.48,Blinkit,8.09,22,Volatile
2024-03-28,Thursday,2292.19,Blinkit,7.03,29,Volatile
2024-03-29,Friday,1342.84,Blinkit,7.5,27,Volatile
2024-03-30,Saturday,1584.48,Blinkit,8.93,24,Volatile
2024-03-31,Sunday,3418.97,Blinkit,6.72,24,Volatile
2024-04-01,Monday,0.0,Blinkit,0.0,0,Volatile
2024-04-02,Tuesday,1115.74,Blinkit,7.7,38,Volatile
2024-04-03,Wednesday,691.8,Blinkit,9.18,41,Volatile
2024-04-04,Thursday,1878.47,Blinkit,7.25,24,Volatile
2024-04-05,Friday,1348.26,Blinkit,5.65,19,Volatile
2024-04-06,Saturday,1598.52,Blinkit,7.93,22,Volatile
2024-04-07,Sunday,1634.08,Blinkit,8.67,23,Volatile
2024-04-08,Monday,1729.22,Blinkit,8.34,31,Stable
2024-04-09,Tuesday,2175.2,Blinkit,9.22,45,Volatile
2024-04-10,Wednesday,1826.56,Blinkit,8.17,31,Stable
2024-04-11,Thursday,1192.27,Blinkit,7.84,30,Volatile
2024-04-12,Friday,2187.82,Blinkit,10.82,39,Volatile
2024-04-13,Saturday,2596.86,Blinkit,9.03,33,Volatile
2024-04-14,Sunday,4393.22,Blinkit,7.71,29,Volatile
2024-04-15,Monday,0.0,Blinkit,0.0,0,Volatile
2024-04-16,Tuesday,0.0,Blinkit,0.0,0,Volatile
2024-04-17,Wednesday,0.0,Blinkit,0.0,0,Volatile
2024-04-18,Thursday,1052.41,Blinkit,12.24,59,Volatile
2024-04-19,Friday,2183.07,Blinkit,8.73,37,Volatile
2024-04-20,Saturday,1951.53,Blinkit,8.09,27,Volatile
2024-04-21,Sunday,1959.43,Blinkit,9.03,36,Volatile
2024-04-22,Monday,1733.68,Blinkit,6.94,27,Volatile
2024-04-23,Tuesday,1953.49,Blinkit,9.21,32,Stable
2024-04-24,Wednesday,1221.45,Blinkit,6.95,37,Volatile
2024-04-25,Thursday,383.61,Blinkit,4.78,17,Volatile
2024-04-26,Friday,0.0,Blinkit,0.0,0,Volatile
2024-04-27,Saturday,1818.89,Blinkit,8.57,38,Volatile
2024-04-28,Sunday,1588.62,Blinkit,8.38,39,Volatile
2024-04-29,Monday,2493.93,Blinkit,8.6,30,Volatile
