date,day_of_week,income,platform,hours_worked,orders_completed,volatility_label
2024-03-15,Friday,1138.53,Zomato,7.94,23,Volatile
2024-03-16,Saturday,285.04,Zomato,10.21,18,Volatile
2024-03-17,Sunday,7324.78,Zomato,13.0,38,Volatile
2024-03-18,Monday,867.86,Zomato,7.28,18,Volatile
2024-03-19,Tuesday,1258.04,Zomato,7.43,19,Volatile
2024-03-20,Wednesday,817.36,Zomato,6.18,12,Volatile
2024-03-21,Thursday,767.59,Zomato,8.48,22,Volatile
2024-03-22,Friday,2623.31,Zomato,9.26,27,Volatile
2024-03-23,Saturday,4747.1,Zomato,12.68,30,Volatile
2024-03-24,Sunday,0.0,Zomato,0.0,0,Volatile
2024-03-25,Monday,2042.95,Zomato,11.26,28,Volatile
2024-03-26,Tuesday,718.99,Zomato,6.28,14,Volatile
2024-03-27,Wednesday,1448.77,Zomato,8.53,23,Volatile
2024-03-28,Thursday,2331.67,Zomato,11.67,28,Volatile
2024-03-29,Friday,1217.62,Zomato,6.76,15,Volatile
2024-03-30,Saturday,267.55,Zomato,7.64,17,Volatile
2024-03-31,Sunday,2110.68,Zomato,13.0,28,Volatile
2024-04-01,Monday,1295.78,Zomato,6.97,16,Volatile
2024-04-02,Tuesday,1032.15,Zomato,9.53,21,Volatile
2024-04-03,Wednesday,0.0,Zomato,0.0,0,Volatile
2024-04-04,Thursday,1820.89,Zomato,6.61,22,Volatile
2024-04-05,Friday,0.0,Zomato,0.0,0,Volatile
2024-04-06,Saturday,802.15,Zomato,4.52,12,Volatile
2024-04-07,Sunday,1161.71,Zomato,5.96,17,Volatile
2024-04-08,Monday,1512.41,Zomato,8.13,18,Volatile
2024-04-09,Tuesday,0.0,Zomato,0.0,0,Volatile
2024-04-10,Wednesday,929.24,Zomato,6.48,17,Volatile
2024-04-11,Thursday,767.09,Zomato,8.15,16,Volatile
2024-04-12,Friday,550.42,Zomato,3.0,7,Volatile
2024-04-13,Saturday,852.74,Zomato,7.15,15,Volatile
2024-04-14,Sunday,693.69,Zomato,10.17,27,Stable
2024-04-15,Monday,1251.48,Zomato,6.23,16,Stable
2024-04-16,Tuesday,0.0,Zomato,0.0,0,Volatile
2024-04-17,Wednesday,757.92,Zomato,3.78,11,Volatile
2024-04-18,Thursday,205.69,Zomato,11.24,23,Volatile
2024-04-19,Friday,1692.99,Zomato,6.06,17,Volatile
2024-04-20,Saturday,0.0,Zomato,0.0,0,Volatile
2024-04-21,Sunday,649.23,Zomato,4.14,8,Volatile
2024-04-22,Monday,257.13,Zomato,10.22,29,Volatile
2024-04-23,Tuesday,201.28,Zomato,8.04,20,Volatile
2024-04-24,Wednesday,3280.12,Zomato,8.66,24,Volatile
2024-04-25,Thursday,935.39,Zomato,3.84,10,Volatile
2024-04-26,Friday,1159.98,Zomato,8.31,19,Volatile
2024-04-27,Saturday,1178.69,Zomato,7.13,15,Volatile
2024-04-28,Sunday,821.3,Zomato,9.8,24,Volatile
2024-04-29,Monday,1487.53,Zomato,9.99,24,Stable
